phrases_x,phrases_y,similarities
What is the fleet of Airbus?,Which are the main distribution channels in India?,1.1931756
What is the fleet of Airbus?,What are the risks in the motor insurance segment in India?,1.0507685
What is the fleet of Airbus?,What is the demand potential of India for insurance?,1.024333
What is the fleet of Airbus?,How do premiums break down by lines of business in India?,1.2312558
What is the fleet of Airbus?,What is the share price of Qantas?,1.1125258
What is the fleet of Airbus?,How many passengers are carried in ?,1.2408193
What is the fleet of Airbus?,Which are the aircrafts manufactured by Boeing?,1.1284007
What is the fleet of Airbus?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.1149616
What is the fleet of Airbus?,Which are the top airports?,1.1923559
What is the fleet of Airbus?,How many fatal air accidents till date?,1.5496467
What is the fleet of Airbus?,What is the flow of air traffic in North America?,1.1067235
What is the fleet of Airbus?,What is the fleet of Airbus?,0.0
What is the fleet of Airbus?,Airlines profitability Brazil?,2.6855705
What is the fleet of Airbus?,Mergers among airline companies?,2.0686307
What is the fleet of Airbus?,Which are the most profitable airports?,1.2002349
What is the fleet of Airbus?,What has the capacity movement of airline companies been over the years?,1.0203626
What is the fleet of Airbus?,Details of the Aban Abraham oil rig?,1.66366
What is the fleet of Airbus?,How big is the airlines industry in China?,1.0686631
What is the fleet of Airbus?,How much money did Lloyd's of London make last year?,1.3176206
What is the fleet of Airbus?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.1981095
What is the fleet of Airbus?,Which Lloyd's syndicates owns the maximum number of assets?,1.270254
What is the fleet of Airbus?,List key performance indicators for AXA?,1.5869515
What is the fleet of Airbus?,What are the most prominent legal cases?,1.1697658
What is the fleet of Airbus?,How does oil industry perform in Brazil?,1.2423621
What is the fleet of Airbus?,What is the main driver of growth in automobile industry in Europe?,1.0454572
What is the fleet of Airbus?,Which country in Europe is going to grow the most in 2020?,1.0108261
What is the fleet of Airbus?,What are the biggest acquisitions in 2020?,1.1232435
What is the fleet of Airbus?,How impacted is the airline industry in 2020?,1.1131911
What is the fleet of Airbus?,What are the most prominent bankruptcies in 2020?,1.2015094
Airlines profitability Brazil?,how company compares to its peers?,2.7310925
Airlines profitability Brazil?,what is the detailed income statement breakdown of Axa?,2.7620075
Airlines profitability Brazil?,world premium penetration in 2020,2.7437787
Airlines profitability Brazil?,How does the forecasted insurance premium penetration in country trend compare to its peers?,2.5691254
Airlines profitability Brazil?,what are the total losses for companies in country  non life market?,2.5977113
Airlines profitability Brazil?,Insurance premiums market in Country,2.6558616
Airlines profitability Brazil?,"How have the profit margins been for the airlines industry through the years, by regions?",2.362135
Airlines profitability Brazil?,What is the complete profile of the top oil rigs?,2.6954808
Airlines profitability Brazil?,what is company general information?,2.6598036
Airlines profitability Brazil?,How is the airline industry performing globally?,2.3743794
Airlines profitability Brazil?,how does economic profit for in country compare to others?,2.5833676
Airlines profitability Brazil?,most profitable insurance company India,2.4538
Airlines profitability Brazil?,Give me a detailed breakup of the income and expenses in South-East Asia,2.600303
Airlines profitability Brazil?,Show me all the oil rigs in the world,2.7289748
Airlines profitability Brazil?,What were the premiums earned by the Indian insurance industry in 2020?,2.616723
Airlines profitability Brazil?,How much have premiums grown as compared to claims for India?,2.7394972
Airlines profitability Brazil?,Which are the best performing insurance firms in India?,2.6751823
Airlines profitability Brazil?,What is the ROE of the Indian market?,2.6482275
Airlines profitability Brazil?,What profits were clocked by Cholamandalam in 2020?,2.5262783
Airlines profitability Brazil?,What is the premiums market share of the top 5 companies in India?,2.5361662
Airlines profitability Brazil?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,2.5653963
Airlines profitability Brazil?,Which are the main distribution channels in India?,2.7017105
Airlines profitability Brazil?,What are the risks in the motor insurance segment in India?,2.6782598
Airlines profitability Brazil?,What is the demand potential of India for insurance?,2.6513815
Airlines profitability Brazil?,How do premiums break down by lines of business in India?,2.6218376
Airlines profitability Brazil?,What is the share price of Qantas?,2.7096007
Airlines profitability Brazil?,How many passengers are carried in ?,2.6508482
Airlines profitability Brazil?,Which are the aircrafts manufactured by Boeing?,2.686897
Airlines profitability Brazil?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.60613
Airlines profitability Brazil?,Which are the top airports?,2.8587985
Airlines profitability Brazil?,How many fatal air accidents till date?,2.8825455
Airlines profitability Brazil?,What is the flow of air traffic in North America?,2.653541
Airlines profitability Brazil?,What is the fleet of Airbus?,2.6855705
Airlines profitability Brazil?,Airlines profitability Brazil?,0.0
Airlines profitability Brazil?,Mergers among airline companies?,2.4631712
Airlines profitability Brazil?,Which are the most profitable airports?,2.6601245
Airlines profitability Brazil?,What has the capacity movement of airline companies been over the years?,2.4236305
Airlines profitability Brazil?,Details of the Aban Abraham oil rig?,2.818601
Airlines profitability Brazil?,How big is the airlines industry in China?,2.4031973
Airlines profitability Brazil?,How much money did Lloyd's of London make last year?,2.8280003
Airlines profitability Brazil?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,2.7029624
Airlines profitability Brazil?,Which Lloyd's syndicates owns the maximum number of assets?,2.8011694
Airlines profitability Brazil?,List key performance indicators for AXA?,2.744097
Airlines profitability Brazil?,What are the most prominent legal cases?,2.8287263
Airlines profitability Brazil?,How does oil industry perform in Brazil?,2.6601899
Airlines profitability Brazil?,What is the main driver of growth in automobile industry in Europe?,2.5632164
Airlines profitability Brazil?,Which country in Europe is going to grow the most in 2020?,2.713722
Airlines profitability Brazil?,What are the biggest acquisitions in 2020?,2.6658435
Airlines profitability Brazil?,How impacted is the airline industry in 2020?,2.3799617
Airlines profitability Brazil?,What are the most prominent bankruptcies in 2020?,2.709169
Mergers among airline companies?,how company compares to its peers?,2.2017787
Mergers among airline companies?,what is the detailed income statement breakdown of Axa?,2.1277564
Mergers among airline companies?,world premium penetration in 2020,2.1849842
Mergers among airline companies?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.978821
Mergers among airline companies?,what are the total losses for companies in country  non life market?,1.9108154
Mergers among airline companies?,Insurance premiums market in Country,2.1762903
Mergers among airline companies?,"How have the profit margins been for the airlines industry through the years, by regions?",1.765262
Mergers among airline companies?,What is the complete profile of the top oil rigs?,1.9656309
Mergers among airline companies?,what is company general information?,2.0556312
Mergers among airline companies?,How is the airline industry performing globally?,1.6259034
